Name,club,facebook,twitter,instagram,pinterest,logo,Photo,Street,City,State,Zip,Appointment_url,Phone,Food,Tour,Family,Pets,Picnic,Website,Email,Fee,Appointment,Open,Close,atmosphere_id,Bio
Field Stone Winery,,,,,,,,10075 Highway 128,Healdsburg,CA,95448,,707-433-7266,,,,,,http://www.fieldstonewinery.com,,,No,10:00,17:00,,"Field Stone Winery was founded in 1977 with its own celebrated estate vineyards dating back to 1894.  It is owned and operated by John & Katrina Staten and their family.Praised by visitors for its hospitality and unique rustic beauty, the winery is a fascinating, small, underground facility carved into a picturesque oak knoll in the midst of its rolling vineyards in Sonoma County’s beautiful Alexander Valley.Known primarily for its award-winning Cabernet Sauvignon, Merlot, Sauvignon Blanc and century-old vine Petite Sirah, Field Stone is also recognized for its select, handcrafted quantities of other award-winning, low-production wines: Sangiovese, Syrah, Viognier, Chardonnay, Rosé of Sangiovese and Vintage Port.  We have also introduced our new Convivio companion wine, made from our Merlot and Cabernet, from which we donate a portion of the proceeds to Clinica Alianza, a nonprofit medical center serving farmworkers and their families in Sonoma County.  Open daily (except Thanksgiving, Christmas and Easter).\"
Fisher Vineyards,,,,,,,,6200 St. Helena Road,Santa Rosa,CA,95404,,707-539-7511,,,,,,http://www.fishervineyards.com,info@fishervineyards.com,,Yes,,,,"At Fisher Vineyards, crafting excellent wine is about two paths: one that allows truly unique single vineyards to speak through terroir; the other is the winemaking craft of blending small complementary lots of wine from various estate vineyards and varietals, expressing the winemaker's sense of harmony, balance, and complexity.  Required to book appointment 7 days in advance"
Fog Crest Vineyard,,,,,,,,7606 Occidental Road,Sebastopol,CA,95472,,707-829-2006 or 800-931-2906,,,,,,http://www.fogcrestvineyard.com,,,No,11:00,17:00,,"High atop the Laguna de Santa Rosa, our well-appointed tasting room boasts one of the most beautiful views in Sonoma County.  Come to try our award-winning wines and stay for locally sourced artisanal cheeses or a gourmet lunch served on our sunny patio.  Accept appointments for parties of six or more"
Fogline Vineyards,,,,,,,,875 River Road,Fulton,CA,95439,,707-326-9699,,,,,,http://foglinevineyards.com/,,,No,11:00,17:00,,"Fogline Vineyards is both a winery and a concept. Launched in 2009, we make small lots of Pinot Noir, Zinfandel, Syrah and Chardonnay. Our home vineyard is located in the Sonoma Coast appellation, at the top of Sonoma Mountain. This area of the Sonoma Coast is known as the Petaluma Gap, noteworthy for the wind and fog that blows in through a gap in the costal hills. These conditions create the distinct environment needed to grow world-class Pinot Noir and Chardonnay. In addition, we source fruit from the top of Bradford Mountain in the Dry Creek Valley appellation. At 1200 feet of elevation, this organically grown vineyard produces Zinfandel and Syrah with distinct mountain-grown characteristics. We choose our locations for growing and sourcing fruit based on a number of factors. Our name speaks to one that we consider essential – fog. We believe that mountain fruit grown above the fog line creates more balanced, focused wines. The additional exposure to sun throughout the growing season enables the vines to get an earlier start in the morning. Additionally, temperature inversion results in warmer nights and cooler days than vineyards at lower elevations. This allows the fruit to ripen both physiologically (getting the sugar to the right level) and phenologically (reaching the point where it tastes fantastic), while lessening the need to leave the fruit hanging for extended periods.  Open daily; by appointment only Monday thru Thursday"
Foppiano Vineyards,,,,,,,,12707 Old Redwood Highway,Healdsburg,CA,95448,,707-433-7272,,,,,,http://www.foppiano.com,,,No,11:00,17:00,,"Founded in 1896 by Giovanni Foppiano, Foppiano Vineyards is one of Sonoma County's oldest continually-operated, family-owned wineries. Our family has supplied northern California with wine for over a century, surviving Prohibition in the 1920s by selling home winemaking kits. We believe that through the strength of the family and a commitment to quality, our traditions can be maintained and thrive.  We are located in Healdsburg's Russian River Valley AVA and we specialize in Petite Sirah.  Open daily except on Easter Sunday, Independence Day, Thanksgiving Day, Christmas Eve & Day, and New Year's Day."
Foppoli Wines,,,,,,,,5107 Slusser Rd,Windsor,CA,95492,,707-484-3985,,,,,,http://www.foppoliwines.com,,,Yes,,,,Call ahead and make an appointment for a private vineyard tour to understand why our wines are so special and meet the Foppoli Family.
Forchini Vineyards and Winery,,,,,,,,5141 Dry Creek Road,Healdsburg,CA,95448,,707-431-8886,,,,,,http://www.forchini.com,,,No,,,,"From Estate Grown to Estate Bottled FORCHINI VINEYARDS  & WINERY is a small family owned and operated winery committed to making distinctive wines from our historic vineyards in the Dry Creek and Russian River Valley appellations of Sonoma County, California.After being grape growers in Sonoma County since 1971, the  dream of creating wines from our own vineyards finally became a reality in 1996 when we started in a small barrel room making 425 cases.  Annual production today is limited to 3000 cases of  delicious  wines which are consistent  medal  winners in major wine competitions.   You will taste the love of the land and grape in every bottle of FORCHINI wine.  Open daily, by appointment only Monday thru Thursday."
Fort Ross Vineyard & Tasting Room,,,,,,,,15725 Meyers Grade Road,Jenner,CA,95450,,707-847-3460,,,,,,http://www.FortRossVineyard.com,,,No,10:00,18:00,,"Overlooking the majestic Pacific Ocean, floating above the coastal fog and surrounded by forests and meadows, the Fort Ross Vineyard Tasting Room beckons. The Tasting Room offers Pinot Noir, Chardonnay and Pinotage, all made from grapes grown exclusively on the Fort Ross Vineyard Estate.  Open daily; closes early at 5pm during Winter season.  Closed on Thanksgiving, Christmas, and New Year's Day."
Forth Vineyards - Family Wineries Tasting Room,,,,,,,,4791 Dry Creek Road,Healdsburg,CA,95448,,707-433-0100,,,,,,http://www.familywines.com,,,No,10:30,16:30,,Six family wineries in a cooperatively owned tasting room.  Experience a wide array of varietals in one tasting room.  Open daily (Mar-Dec); Open Thursday thru Monday (Jan-Feb)
Francis Ford Coppola Winery,,,,,,,,300 Via Archimedes,Geyserville,CA,95441,,707-857-1471,,,,,,http://www.franciscoppolawinery.com,,,No,11:00,18:00,,"With more than forty wines produced on-site in our state-of-the-art winemaking facility, a restaurant serving up cuisine made to pair perfectly with our wines, all on a property surrounded by sustainably farmed vineyards, we are proud to offer a variety of Tasting and Tour options hosted by our educated and entertaining hospitality staff.  Open daily."
Frick Winery,,,,,,,,23072 Walling Road,Geyserville,CA,95441,,707-857-1980,,,,,,http://www.frickwinery.com,,,No,,,,"Frick was established in 1976. Small 1 person vineyard and winery located in the Dry Creek Valley of Sonoma County, California. Wines crafted from Rhone grape varieties grown in small hillside vineyards.  Open Friday thru Sunday in Summer; only open Saturday to Sunday for the rest of the year"
Fritz Underground Winery,,,,,,,,24691 Dutcher Creek Road,Cloverdale,CA,95425,,707-894-3389,,,,,Yes,http://www.fritzwinery.com,,,No,10:30,17:00,,"We invite you to come visit us and enjoy our collection of fine wines, soak up the breathtaking views, and take a tour of our underground winery. Sharing wines that are truly special is something we love doing and we look forward to meeting you.  Visit our website for a variety of tasting experiences, including a food & wine pairing, wine cave tour, vineyard hike and create your own unique Fritz Pinot Noir.Pack a Picnic & Visit:  Enjoy the stunning beauty of our Dry Creek Valley Estate as you enjoy a picnic. We welcome guests to linger over Fritz wines and enjoy the surroundings from one of our shaded picnic tables.  Open daily."
Frostwatch Vineyard & Winery,,,,,,,,5560 Bennett Valley Road,Santa Rosa,CA,95404,,707-570-0592,,,,,,http://www.frostwatch.com,,,Yes,,,,"Frostwatch Vineyard & Winery is a small family owned operation committed to making high quality, hand crafted wine primarily from grapes grown in our Bennett Valley vineyard.  Since our first vintage in 2002 our goal has been to produce powerful fruit driven wines that are stylish, balanced and food friendly.  To achieve this we rely on careful viticultural and winemaking practices that blend the best of old world tradition with modern technology and technique.   We invite you to taste these wines and share our excitement."
Gamba Vineyards & Winery,,,,,,,,Contact Us Directly,Fulton,CA,95439,,707-542-5892,,,,,,http://gambawinery.com/,,,Yes,,,,"Gamba Vineyards and Winery rests on gently rolling benchland above the valley floor, nestled among over century old Zinfandel vines. The Gamba Estate Vineyard, planted in 1900, is dry farmed, using labor intensive, organic, traditional hand farming methods.Naturally low yields, together with desirable soils and microclimate, allow Gamba to produce old vine Zinfandel wines of exceptional flavor and intense varietal character."
Gann Family Cellars - Cellars of Sonoma,,,,,,,,Cellars of Sonoma Tasting Room,Santa Rosa,CA,95401,,707-578-1826,,,,,,http://www.ganncellars.com,,,No,,,,"Gann Family Cellars is the result of a long-held dream of ours. As a California native, Michael's family has a long history in Northern California that began in 1871 when Isaac W. Gann moved here, from the east, to purchase 154 acres of agricultural property. Six generations later, we have the privilege of continuing this family tradition with our Gann Family Vineyard. Our story begins in 1984, at Cal Poly San Luis Obispo, where we met. While we were dating, we were introduced to the emerging wine country of the Central Coast. From there, our wine interest grew significantly, especially when we moved to the Bay Area after graduating in 1986. Here we had the chance to regularly visit the wine country of Napa and Sonoma counties and learn more about wine from Gretchen's brother, who had recently graduated from UC Davis with a degree in Enology. Our entertaining, whether family or friends, centered around wonderful food, wine and conversations about making our own wine ""some day"".  Located at the Cellars of Sonoma"
Gary Farrell Vineyards & Winery,,,,,,,,10701 Westside Road,Healdsburg,CA,95448,,707-473-2900,,,,,,http://www.garyfarrellwinery.com,,,Yes,10:30,16:30,,"In the heart of the beautiful Russian River Valley, Gary Farrell Vineyards & Winery offers a proud 30-year winemaking history and a unique sense of place. Perched atop a ridge along winding Westside Road, the winery offers a spectacular view of the sweeping valley below. Gary Farrell Winery benefits immeasurably from its long-term relationships with many of the Russian River Valley’s most celebrated and sought-after vineyards including Rochioli, Allen, and Hallberg to name a few. Gary Farrell Winery helped put Russian River Valley Pinot Noir and Chardonnay on the world stage, and the hallmark Gary Farrell wine style remains one of balance, elegance, texture and sense of place. Today these acclaimed wines can be enjoyed in our inviting tasting room or on our intimate outdoor terrace, and the view from our winery completes the picture.  Open daily."
Geyser Peak Winery,,,,,,,,2306 Magnolia Drive,Healdsburg,CA,95448,,707-857-2500,,,,,,http://www.geyserpeakwinery.com,,,No,10:00,17:00,,"Choose from our collection of 90+ Point, award-winning wines hosted in our new tasting room in Dry Creek Valley. Complimentary tasting for club members and up to four (4) of their guests. *Groups over 15 people require prior appointment*.  Open daily."
Gloria Ferrer Caves & Vineyards,,,,,,,,23555 Carneros Highway 121,Sonoma,CA,95476,,707-933-1917,,,,,,http://www.gloriaferrer.com,kaela.lely@gloriaferrer.com,,No,10:00,17:00,,"Gloria Ferrer and Sonoma, California were recommended in the National Geographic Best Trips of 2012 list. Gloria Ferrer was featured in ""Exploring Sonoma: An Insider's Guide"" in the June 2012 issue of Wine Spectator. Gloria Ferrer Caves & Vineyards is the gateway to Sonoma Wine Country, located 40 miles north of San Francisco at the southern tip of the county. While our wines are pure California, our culture is a charismatic blend of vibrant Spanish tradition and casual Sonoma County elegance — providing the ideal entry point for a California wine country experience with a global twist.  Open daily. For groups of 8 or more arranging a private Tour & Tasting is necessary."
Gordian Knot Winery,,,,,,,,538 Grove Street,Healdsburg,CA,95448,,707-484-2716,,,,,,http://gordianknotwinery.com/,,,Yes,,,,By appointment only
Gourmet Au Bay,,,,,,,,913 California 1,Bodega Bay,CA,94923,,707-875-9875,,,,,,http://www.gourmetaubay.com,,,No,11:00,20:00,,"Started in 1995 by Ken and Connie Mansfield, Gourmet au Bay is the only waterside wine bar and bottle shop on the Sonoma Coast.  Ken Mansfield is a Dove and Grammy Award-winning record producer, former U.S. Manager of Apple Records and the author of four books.  In 2000, he embarked on a literary career with 'The Beatles, The Bible and Bodega Bay'. His follow-up, 'The White Book - The Beatles, the Bands, the Biz: An Insider's Look at an Era' was released in 2007. Mansfield's third book, 'Between Wyomings', was released in 2009. His fourth book, 'Stumbling On Open Ground' was released in 2013. Ken and Connie moved on from Gourmey au Bay.  Steve Hecht and Tammi Salas bought the shop in 2002.  The soon to be parents kept up the tradition of Wine Surfing created by Ken Mansfield.  And started a new one...bringing locals together on Kaya's Deck.  Friday afternoons still find the deck filled with friends and cheer.  Steve built a thriving real estate career in the area and the two reside close to Bodega Bay with their son, Grady.  A lot of people still come in asking about Kaya, their ""deck dog"".  Open Daily.  Closes early at 7pm Sunday thru Thursday; closes one hour early January thru March."
Gracianna Winery,,,,,,,,6914 Westside Road,Healdsburg,CA,95448,,707-486-3771,,,,,,http://www.gracianna.com,,,No,11:00,17:00,,"Visit our new tasting room on Westside Road in Healdsburg California, located on the much-visited ""Miracle Mile"". Wine country visitors can personally sample our award-winning wines and our culture of gracious hospitality. Our intimate tasting experience is open daily rom April to November."
